"SourceAgency","Reporting_Year","Environment","Category","ConfirmedLatitude","ConfirmedLongitude","Incident_Date","Casualty_At_Risk","Casualty_Lives_Assisted","Casualty_Lives_Rescued","Casualty_Lives_Saved","Casualty_Perished","Police_Event","date","year","flag"
"RCCNZ","2013-2014","Marine","Cat 1",-36.0840003,174.5985018,2014-01-01,0,0,0,0,0,NA,2014-01-01,2014,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-46.7473323,168.486332,2012-01-02,5,0,3,0,2,NA,2012-01-01,2012,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-39.3801702,176.909328,2012-12-31,0,0,0,0,0,NA,2012-12-01,2013,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-40.948669,174.136828,2018-01-01,0,0,0,0,0,NA,2018-01-01,2018,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-39.0833361,173.900003,2012-01-02,1,1,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2014-2015","Marine","Cat 1",-37.5475027,178.1296663,2015-01-01,0,0,0,0,0,NA,2015-01-01,2015,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-39.866664,174.500001,2018-01-02,0,0,0,0,0,NA,2018-01-01,2018,"loc"
"RCCNZ","2014-2015","Marine","Cat 1",-39.834163,177.0275024,2015-01-01,0,0,0,0,0,NA,2015-01-01,2015,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-33.9333336,173.4416672,2012-01-03,0,0,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2014-2015","Marine","Cat 1",-39.415498,176.917504,2015-01-01,0,0,0,0,0,NA,2015-01-01,2015,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-35.1988325,174.1501614,2014-01-01,0,0,0,0,0,NA,2014-01-01,2014,"loc"
"RCCNZ","2016-2017","Marine","Cat 1",-34.9790037,173.4960047,2017-01-01,0,0,0,0,0,NA,2017-01-01,2017,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-39.4148296,173.784672,2013-01-01,0,0,0,0,0,NA,2013-01-01,2013,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-35.9583321,173.7208368,2016-01-01,0,0,0,0,0,NA,2016-01-01,2016,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-36.599323,175.772042,2018-01-04,0,0,0,0,0,NA,2018-01-01,2018,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-36.3124991,175.476667,2013-01-02,5,0,0,0,0,NA,2013-01-01,2013,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-41.141667,174.275003,2018-01-05,0,0,0,0,0,NA,2018-01-01,2018,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-01,4,4,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2012-2013","Marine","Cat 1",-34.7788308,173.564838,2013-01-05,3,0,0,0,0,NA,2013-01-01,2013,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-01,0,0,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2012-2013","Marine","Cat 1",-41.958836,172.1144947,2013-01-05,3,0,3,0,0,NA,2013-01-01,2013,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-37.8500003,177.5833364,2013-01-06,1,0,0,0,1,NA,2013-01-01,2013,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-41.2606683,173.1553313,2016-01-08,0,0,0,0,0,NA,2016-01-01,2016,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-37.8,174.833333,2019-01-09,0,0,0,0,0,NA,2019-01-01,2019,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-43.5873303,172.8085044,2014-01-02,2,0,2,0,0,NA,2014-01-01,2014,"loc"
"RCCNZ","2016-2017","Land","Cat 1",-45.7900012,169.0233293,2017-01-04,0,0,0,0,0,NA,2017-01-01,2017,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-37.764,176.3725,2019-01-01,0,0,0,0,0,NA,2019-01-01,2019,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-40.8916692,174.9750005,2012-01-04,1,1,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-38.685,178.027667,2019-01-02,0,0,0,0,0,NA,2019-01-01,2019,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-01,4,4,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2016-2017","Marine","Cat 1",-40.9101709,174.0648294,2017-01-08,0,0,0,0,0,NA,2017-01-01,2017,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-40.7065012,175.1316713,2016-01-05,0,0,0,0,0,NA,2016-01-01,2016,"loc"
"RCCNZ","2016-2017","Marine","Cat 1",-36.8433347,174.8311717,2017-01-09,0,0,0,0,0,NA,2017-01-01,2017,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-46.7701631,168.5234981,2016-01-13,0,0,0,0,0,NA,2016-01-01,2016,"loc"
"RCCNZ","2013-2014","Land","Cat 1",-41.2741628,173.2390029,2014-01-08,0,0,0,0,0,NA,2014-01-01,2014,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-02,3,0,3,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2014-2015","Marine","Cat 1",-41.2408324,173.252331,2015-01-08,0,0,0,0,0,NA,2015-01-01,2015,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-36.8073321,174.927171,2014-01-10,3,0,3,0,0,NA,2014-01-01,2014,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-41.318997,174.1294998,2014-01-10,1,0,0,0,0,NA,2014-01-01,2014,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-36.8153358,175.704669,2016-01-21,0,0,0,0,0,NA,2016-01-01,2016,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-37.2758353,175.9031682,2013-01-15,0,0,0,0,0,NA,2013-01-01,2013,"loc"
"RCCNZ","2016-2017","Marine","Cat 1",-36.8275033,175.7903386,2017-01-31,0,0,0,0,0,NA,2017-01-01,2017,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-04,8,8,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2011-2012","Marine","Cat 1",-43.0505043,173.075502,2012-01-13,7,0,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-04,2,2,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2014-2015","Air","Cat 1",-35.6443371,174.5083291,2015-01-14,0,0,0,0,0,NA,2015-01-01,2015,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-37.516667,177.866667,2019-01-20,0,0,0,0,0,NA,2019-01-01,2019,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-41.0931693,176.072836,2013-01-10,0,0,0,0,0,NA,2013-01-01,2013,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-40.9080039,173.9853363,2014-01-09,1,0,0,0,0,NA,2014-01-01,2014,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-41.224002,173.245669,2018-01-21,0,0,0,0,0,NA,2018-01-01,2018,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-37.529,177.177167,2019-01-11,0,0,0,0,0,NA,2019-01-01,2019,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-39.5883355,174.2795058,2013-01-11,0,0,0,0,0,NA,2013-01-01,2013,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-41.091666,174.786662,2018-01-23,0,0,0,0,0,NA,2018-01-01,2018,"loc"
"RCCNZ","2014-2015","Marine","Cat 1",-40.7391688,175.1083304,2015-01-08,0,0,0,0,0,NA,2015-01-01,2015,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-36.4660041,174.8064975,2014-01-10,0,2,0,0,0,NA,2014-01-01,2014,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-43.0610031,173.0770009,2016-01-22,0,0,0,0,0,NA,2016-01-01,2016,"loc"
"RCCNZ","2014-2015","Land","Cat 1",-44.7055043,167.9811717,2015-01-18,0,0,0,0,0,NA,2015-01-01,2015,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-43.989481,-176.1086,2018-02-14,0,0,0,0,0,NA,2018-02-01,2018,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-40.975167,173.05,2019-01-23,0,0,0,0,0,NA,2019-01-01,2019,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-38.6750039,178.0865007,2014-01-24,0,0,0,0,0,NA,2014-01-01,2014,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-41.480663,171.886334,2018-02-19,0,0,0,0,0,NA,2018-02-01,2018,"loc"
"RCCNZ","2016-2017","Marine","Cat 1",-37.6305029,176.4563384,2017-02-21,0,0,0,0,0,NA,2017-02-01,2017,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-41.266663,174.041662,2018-02-23,0,0,0,0,0,NA,2018-02-01,2018,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-08,0,0,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2017-2018","Land","Cat 1",-40.696665,175.482166,2018-02-24,0,0,0,0,0,NA,2018-02-01,2018,"loc"
"RCCNZ","2014-2015","Marine","Cat 1",-36.8383343,175.8068321,2015-02-02,0,0,0,0,0,NA,2015-02-01,2015,"loc"
"RCCNZ","2017-2018","Land","Cat 1",-43.501171,169.875499,2018-03-01,0,0,0,0,0,NA,2018-03-01,2018,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-09,2,2,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2014-2015","Marine","Cat 1",-35.8000025,174.4736634,2015-02-05,0,0,0,0,0,NA,2015-02-01,2015,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-38.8350031,174.5966716,2012-01-05,1,0,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-41.103501,173.0506611,2016-01-08,0,0,0,0,0,NA,2016-01-01,2016,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-41.4916674,175.5416624,2013-01-09,1,0,0,0,0,NA,2013-01-01,2013,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-41.2449986,173.1133318,2012-01-28,3,3,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-40.6041675,172.8381611,2016-02-11,0,0,0,0,0,NA,2016-02-01,2016,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-35.4256645,174.4553346,2013-02-07,5,0,5,0,0,NA,2013-02-01,2013,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-46.2201657,170.0459994,2012-01-06,2,2,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-39.5661662,176.941505,2012-01-08,1,0,1,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-43.3878309,172.7066691,2012-01-13,3,2,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-38.366333,178.331833,2019-01-18,0,0,0,0,0,NA,2019-01-01,2019,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-41.43333,174.6833308,2012-01-15,0,0,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2017-2018","Not Determined","Cat 1",-46.54417,168.186663,2018-02-09,0,0,0,0,0,NA,2018-02-01,2018,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-40.688333,175.135167,2019-01-16,0,0,0,0,0,NA,2019-01-01,2019,"loc"
"RCCNZ","2014-2015","Marine","Cat 1",-36.933329,175.2288347,2015-02-08,0,0,0,0,0,NA,2015-02-01,2015,"loc"
"RCCNZ","2018-2019","Land","Cat 1",-39.007833,174.667833,2019-02-09,0,0,0,0,0,NA,2019-02-01,2019,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-41.8853308,174.9583351,2014-02-05,2,0,2,0,0,NA,2014-02-01,2014,"loc"
"RCCNZ","2014-2015","Marine","Cat 1",-41.3355041,174.8493345,2015-02-10,0,0,0,0,0,NA,2015-02-01,2015,"loc"
"RCCNZ","2015-2016","Not Determined","Cat 1",-41.2545023,173.3060019,2016-02-18,0,0,0,0,0,NA,2016-02-01,2016,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-15,0,0,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2014-2015","Marine","Cat 1",-41.2703336,173.2561696,2015-02-11,0,0,0,0,0,NA,2015-02-01,2015,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-37.905,176.878333,2019-02-16,0,0,0,0,0,NA,2019-02-01,2019,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-38.6833355,178.0000045,2012-02-07,2,2,0,0,0,NA,2012-02-01,2012,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-39.3358345,176.9201685,2013-01-18,1,1,0,0,0,NA,2013-01-01,2013,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-35.673167,174.527,2019-01-21,0,0,0,0,0,NA,2019-01-01,2019,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-37.2975029,176.2351681,2016-02-19,0,0,0,0,0,NA,2016-02-01,2016,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-40.9188336,174.9283335,2013-02-13,1,1,0,0,0,NA,2013-02-01,2013,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-43.8881632,172.9676687,2014-02-08,2,0,0,0,0,NA,2014-02-01,2014,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-43.5328378,172.7444942,2016-03-05,0,0,0,0,0,NA,2016-03-01,2016,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-18,3,0,3,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2012-2013","Marine","Cat 1",-38.6314998,178.1736643,2013-01-18,1,0,0,0,0,NA,2013-01-01,2013,"loc"
"RCCNZ","2011-2012","Land","Cat 1",-44.5628347,168.1308362,2012-01-18,1,1,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-40.9381637,173.0693276,2013-01-20,0,0,0,0,0,NA,2013-01-01,2013,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-36.2766695,175.034003,2014-01-24,8,8,0,0,0,NA,2014-01-01,2014,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-41.0828325,174.8250051,2012-01-20,2,2,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2016-2017","Air","Cat 1",-39.3759993,175.1156678,2017-02-18,0,0,0,0,0,NA,2017-02-01,2017,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-35.1999972,174.1500021,2014-01-25,2,2,0,0,0,NA,2014-01-01,2014,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-42.4275022,173.6859981,2016-02-01,0,0,0,0,0,NA,2016-02-01,2016,"loc"
"RCCNZ","2013-2014","Not Determined","Cat 1",-36.797329,175.7303351,2014-01-25,0,0,0,0,0,NA,2014-01-01,2014,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-36.7824958,174.8954987,2012-01-25,1,1,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-43.885,172.967333,2019-02-02,0,0,0,0,0,NA,2019-02-01,2019,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-40.473171,175.205496,2018-02-16,0,0,0,0,0,NA,2018-02-01,2018,"loc"
"RCCNZ","2015-2016","Not Determined","Cat 1",-41.0391656,173.0186671,2016-02-10,0,0,0,0,0,NA,2016-02-01,2016,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-10,0,0,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2017-2018","Marine","Cat 1",-37.801997,174.836497,2018-03-03,0,0,0,0,0,NA,2018-03-01,2018,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-46.0631697,170.2240044,2012-01-30,0,0,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-37.8833361,177.8833365,2013-02-08,3,3,0,0,0,NA,2013-02-01,2013,"loc"
"RCCNZ","2016-2017","Marine","Cat 1",-40.847003,175.0118332,2017-03-09,0,0,0,0,0,NA,2017-03-01,2017,"loc"
"RCCNZ","2016-2017","Marine","Cat 1",-42.4333292,171.1500018,2017-03-15,0,0,0,0,0,NA,2017-03-01,2017,"loc"
"RCCNZ","2018-2019","Land","Cat 1",-38.742333,177.032,2019-02-11,0,0,0,0,0,NA,2019-02-01,2019,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-43.6166685,172.8156615,2013-02-09,0,0,0,0,0,NA,2013-02-01,2013,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-46.6171635,168.3566653,2014-02-06,3,0,3,0,0,NA,2014-02-01,2014,"loc"
"RCCNZ","2014-2015","Marine","Cat 1",-36.8405021,174.8371709,2015-02-11,0,0,0,0,0,NA,2015-02-01,2015,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-41.0166696,174.3131684,2013-02-11,1,0,0,0,0,NA,2013-02-01,2013,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-40.711667,175.080833,2019-02-16,0,0,0,0,0,NA,2019-02-01,2019,"loc"
"RCCNZ","2010-2011","Not Determined","Cat 1",-38.1712097615641,163.036747224645,2011-01-15,0,0,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2011-2012","Marine","Cat 1",-39.1118292,173.954334,2012-02-08,1,0,0,0,0,NA,2012-02-01,2012,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-43.116667,173.133333,2019-02-19,0,0,0,0,0,NA,2019-02-01,2019,"loc"
"RCCNZ","2016-2017","Marine","Cat 1",-40.8739956,174.981334,2017-04-15,0,0,0,0,0,NA,2017-04-01,2017,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-36.7833373,175.0333344,2013-02-20,3,0,0,0,0,NA,2013-02-01,2013,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-37.80167,174.853332,2018-04-03,0,0,0,0,0,NA,2018-04-01,2018,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-38.6704982,178.0148331,2014-01-25,1,0,0,0,0,NA,2014-01-01,2014,"loc"
"RCCNZ","2015-2016","Land","Cat 1",-42.9109965,171.513499,2016-01-31,0,0,0,0,0,NA,2016-01-01,2016,"loc"
"RCCNZ","2014-2015","Marine","Cat 1",-34.8145002,173.3998366,2015-02-01,0,0,0,0,0,NA,2015-02-01,2015,"loc"
"RCCNZ","2010-2011","Not Determined","Cat 1",-38.1712097615641,163.036747224645,2011-01-08,0,0,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2012-2013","Marine","Cat 1",-38.66467,174.6194998,2013-01-31,1,1,0,0,0,NA,2013-01-01,2013,"loc"
"RCCNZ","2014-2015","Marine","Cat 1",-35.2716651,174.3899964,2015-02-04,0,0,0,0,0,NA,2015-02-01,2015,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-41.1143313,174.3116708,2012-01-26,8,0,0,0,0,NA,2012-01-01,2012,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-36.62867,175.015328,2018-03-02,0,0,0,0,0,NA,2018-03-01,2018,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-40.4748306,175.2001718,2013-02-07,4,0,0,0,0,NA,2013-02-01,2013,"loc"
"RCCNZ","2016-2017","Marine","Cat 1",-42.9849955,173.2150054,2017-03-04,0,0,0,0,0,NA,2017-03-01,2017,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-36.842,174.714667,2019-02-09,0,0,0,0,0,NA,2019-02-01,2019,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-37.4676698,175.9843285,2016-02-13,0,0,0,0,0,NA,2016-02-01,2016,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-41.2584968,174.8983308,2012-02-02,0,0,0,0,0,NA,2012-02-01,2012,"loc"
"RCCNZ","2015-2016","Land","Cat 1",-42.7438307,171.5159972,2016-02-17,0,0,0,0,0,NA,2016-02-01,2016,"loc"
"RCCNZ","2016-2017","Marine","Cat 1",-37.1126632,175.8888319,2017-03-19,0,0,0,0,0,NA,2017-03-01,2017,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-37.605333,176.040667,2019-02-11,0,0,0,0,0,NA,2019-02-01,2019,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-37.588333,177.219998,2018-03-18,0,0,0,0,0,NA,2018-03-01,2018,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-45.6018331,166.6405035,2016-02-25,0,0,0,0,0,NA,2016-02-01,2016,"loc"
"RCCNZ","2018-2019","Marine","Cat 1",-36.052167,175.043333,2019-03-08,0,0,0,0,0,NA,2019-03-01,2019,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-40.9780021,174.954671,2014-02-14,0,0,0,0,0,NA,2014-02-01,2014,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-37.0591682,174.5146676,2016-03-25,0,0,0,0,0,NA,2016-03-01,2016,"loc"
"RCCNZ","2010-2011","Not Determined","Cat 1",-38.1712097615641,163.036747224645,2010-07-04,0,0,0,0,0,NA,2010-07-01,2011,"no_loc"
"RCCNZ","2014-2015","Air","Cat 1",-41.1088337,174.9183305,2015-02-16,0,0,0,0,0,NA,2015-02-01,2015,"loc"
"RCCNZ","2018-2019","Land","Cat 1",-40.724,172.319167,2019-02-27,0,0,0,0,0,NA,2019-02-01,2019,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-20,2,2,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2016-2017","Marine","Cat 1",-37.7549996,176.4551619,2017-05-25,0,0,0,0,0,NA,2017-05-01,2017,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-38.650329,178.1336643,2014-02-22,2,2,0,0,0,NA,2014-02-01,2014,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-42.436978,171.118853,2016-04-04,0,0,0,0,0,NA,2016-04-01,2016,"loc"
"RCCNZ","2010-2011","Not Determined","Cat 1",-38.1712097615641,163.036747224645,2010-07-05,0,0,0,0,0,NA,2010-07-01,2011,"no_loc"
"RCCNZ","2015-2016","Marine","Cat 1",-40.830799,173.786244,2016-04-04,0,0,0,0,0,NA,2016-04-01,2016,"loc"
"RCCNZ","2014-2015","Land","Cat 1",-44.7989985,167.7585064,2015-03-05,0,0,0,0,0,NA,2015-03-01,2015,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-36.3696645,174.8673306,2013-03-01,0,0,0,0,0,NA,2013-03-01,2013,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-41.547168,175.02667,2018-04-19,0,0,0,0,0,NA,2018-04-01,2018,"loc"
"RCCNZ","2010-2011","Not Determined","Cat 1",-38.1712097615641,163.036747224645,2010-07-12,0,0,0,0,0,NA,2010-07-01,2011,"no_loc"
"RCCNZ","2013-2014","Marine","Cat 1",-39.0621625,177.8375005,2014-03-04,1,0,0,1,0,NA,2014-03-01,2014,"loc"
"RCCNZ","2010-2011","Not Determined","Cat 1",-38.1712097615641,163.036747224645,2010-07-14,0,0,0,0,0,NA,2010-07-01,2011,"no_loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-28,1,0,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2014-2015","Marine","Cat 1",-40.9019971,174.8848325,2015-03-19,0,0,0,0,0,NA,2015-03-01,2015,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-36.47133,175.314336,2017-08-03,0,0,0,0,0,NA,2017-08-01,2018,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-41.120813,173.065246,2016-04-22,0,0,0,0,0,NA,2016-04-01,2016,"loc"
"RCCNZ","2015-2016","Land","Cat 1",-41.472949,173.432123,2016-04-24,0,0,0,0,0,NA,2016-04-01,2016,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-36.616663,175.3999997,2013-02-25,1,1,0,0,0,NA,2013-02-01,2013,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-41.2833339,173.7666644,2013-02-26,3,0,0,0,0,NA,2013-02-01,2013,"loc"
"RCCNZ","2015-2016","Marine","Cat 1",-41.109534,174.858483,2016-05-01,0,0,0,0,0,NA,2016-05-01,2016,"loc"
"RCCNZ","2012-2013","Marine","Cat 1",-35.1653351,173.1205037,2013-03-13,0,0,0,0,0,NA,2013-03-01,2013,"loc"
"RCCNZ","2013-2014","Marine","Cat 1",-37.8020019,174.8338389,2014-03-21,5,0,5,0,0,NA,2014-03-01,2014,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-35.1529968,174.1468372,2012-02-17,0,0,0,0,0,NA,2012-02-01,2012,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-22,1,1,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2010-2011","Not Determined","Cat 1",-38.1712097615641,163.036747224645,2010-07-10,0,0,0,0,0,NA,2010-07-01,2011,"no_loc"
"RCCNZ","2012-2013","Marine","Cat 1",-46.0586665,170.2183348,2013-03-01,2,0,2,0,0,NA,2013-03-01,2013,"loc"
"RCCNZ","2010-2011","Marine","Cat 1",-38.1712097615641,163.036747224645,2011-01-24,0,0,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2018-2019","Marine","Cat 1",-37.962,177.042167,2019-04-14,0,0,0,0,0,NA,2019-04-01,2019,"loc"
"RCCNZ","2014-2015","Land","Cat 1",-39.0478291,174.554504,2015-03-07,0,0,0,0,0,NA,2015-03-01,2015,"loc"
"RCCNZ","2017-2018","Marine","Cat 1",-35.179168,173.129167,2018-04-19,0,0,0,0,0,NA,2018-04-01,2018,"loc"
"RCCNZ","2010-2011","Not Determined","Cat 1",-38.1712097615641,163.036747224645,2011-01-24,0,0,0,0,0,NA,2011-01-01,2011,"no_loc"
"RCCNZ","2013-2014","Marine","Cat 1",-37.8700015,174.8038285,2014-03-04,0,0,0,0,0,NA,2014-03-01,2014,"loc"
"RCCNZ","2010-2011","Not Determined","Cat 1",-38.1712097615641,163.036747224645,2010-07-13,0,0,0,0,0,NA,2010-07-01,2011,"no_loc"
"RCCNZ","2010-2011","Not Determined","Cat 1",-38.1712097615641,163.036747224645,2010-07-14,0,0,0,0,0,NA,2010-07-01,2011,"no_loc"
"RCCNZ","2012-2013","Marine","Cat 1",-41.0959992,174.7239943,2013-03-06,3,3,0,0,0,NA,2013-03-01,2013,"loc"
"RCCNZ","2014-2015","Marine","Cat 1",-41.3938341,174.7419975,2015-03-14,0,0,0,0,0,NA,2015-03-01,2015,"loc"
"RCCNZ","2011-2012","Marine","Cat 1",-40.8833292,174.9833334,2012-03-12,0,0,0,0,0,NA,2012-03-01,2012,"loc"
"RCCNZ","2011-2012","Air","Cat 1",-46.3985004,168.4201606,2012-03-13,0,0,0,0,0,NA,2012-03-01,2012,"loc"
"RCCNZ","2014-2015","Marine","Cat 1",-40.887366,172.302077,2015-03-20,0,0,0,0,0,NA,2015-03-01,2015,"loc"
